id,IMDb,title,genres,overview,image
727,tt14034966,偶然与想象,"剧情,爱情","
　　影片由三个短片构成——《魔法（比魔法更不真切）》《开着的门》《再来一次》。女性角色的多重性和镜像性是滨口之前的作品中的主题，在他的新作《偶然与想象》中也是如此。前作《欢乐时光》和《夜以继日》，从字面上看，颇有小说的味道，而《偶然与想象》则可以说是一部短篇小说集。叙事节奏更强化了这一印象：三集，每集围绕一个女性角色展开，又分为三幕。三个短片讲述了一个意想不到的三角恋、一场未遂的诱惑和一个因误会而相遇的故事。尽管零散，但仍保持了有机的叙事流程，甚至还强调了这一点。虽然大部分的动作都发生在一个空间里，而且只有两个演员参与，这部电影却不让人觉得像一出室内剧。这不仅仅是由于对话的缘故，还在于其复杂的时空概念，最后一集几乎变成了科幻片。我们所见证的时刻都与感人的普遍命运相连，以选择、遗憾、欺骗和巧合为标志，它们是影片真正的主角。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2687984714.jpg
728,tt0103328,整蛊专家,"喜剧,爱情","
　　大好青年车文杰（刘德华饰）邂逅了公司老板千金程乐儿（关之琳饰），在乐儿好友Banana（邱淑贞饰）的撮合下两人迅速陷入热恋。乐儿前男友金默基（李子雄饰）得知情况后，马上对车文杰产生敌意，聘请整蛊专家古晶（周星驰饰）作弄车文杰，让他一无所有。于是古晶假扮车文杰父亲车亲仁（吴孟达饰）从大陆来的私生子，从中捣乱。古晶的到来令车文杰的生活打乱，一切事仿佛都在古晶的操控之中。但Banana发现了古晶的真实身份，劝古晶顾念车家父子对他的照顾，转过头帮忙车文杰对付金默基。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2222649480.jpg
729,tt0120125,西伯利亚的理发师,"剧情,喜剧,爱情","
　　在一辆开往莫斯科的火车上，军事学院的学生安德烈.托尔斯泰（欧列格·缅希科夫OlegMenshikov饰）偶遇了风情万种的美国女人珍（朱莉娅·奥蒙德JuliaOrmond饰），两人暗生情愫。珍谎称自己是个寡妇，来俄罗斯看望疯狂的机械师父亲（理查德·哈里斯RichardHarris饰），但实际上是被请来骗取军事学院院长拉德洛夫将军（阿列克谢·彼得连科AlekseyPetrenko饰）信任的交际花，好让机械师的“西伯利亚理发师”伐木机能够顺利驶进西柏林亚。但是没想到将军对珍动了真感情，并想向她求婚，而安德烈对珍的感情愈演愈烈，珍一方面想接受安德烈的感情，另一方面又想完成任务，于是事件发展到了不可收拾的地步。在一次演出中安德烈因为嫉妒和误会，抽伤了院长，被流放到了西伯利亚。在火车站上尽管珍赶上了最后的送别，但是安德烈始终没能和珍见最后一面。十年后，珍终于在西伯利亚找到了安德烈的住所，但终究逃不过命运的改变……若干年后珍回到了美国，把这段往事在信中讲述给了军事学院的儿子。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1949265483.jpg
730,tt3281548,小妇人,"剧情,爱情","
　　马奇夫人（劳拉·邓恩LauraDern饰）有着四个如花似玉的女儿，大女儿梅格（艾玛·沃森EmmaWatson饰）拥有着美丽的外表，和对于爱情的天真憧憬。二女儿乔（西尔莎·罗南SaoirseRonan饰）满脑子塞着古灵精怪的念头，整天拿着蘸水笔东写西写，她的故事在全家上下都受到了热烈的欢迎。三女儿艾米（佛罗伦斯·珀FlorencePugh饰）渴望成为一名画家。最小的女儿贝斯（伊莱扎·斯坎伦ElizaScanlen饰）虽然个性比起三个姐姐要来的内向的多，却拥有杰出的音乐天赋。
<br/>
　　在马奇夫人的教导之下，四个姑娘渐渐成长为了拥有独立人格的杰出女性，她们热情、乐观、善良，每个人都在各自的道路上坚强而又坚定的前进着。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2572928166.jpg
731,tt5635086,上帝之国,"剧情,爱情,同性","
　　约翰尼（乔什·奥康纳JoshO'Connor饰）是一位24岁的青年，和父亲马丁（伊恩·哈特IanHart饰）、祖母戴德利（盖玛·琼斯GemmaJones饰）过着相依为命的日子。约翰尼家中经营着一间农场，因为父亲中风瘫痪，所以农场里大大小小的事情都要约翰尼来完成。
<br/>
　　约翰尼有一个秘密，他是一名同性恋者，为了保守这个秘密，约翰尼不断的压抑自己的情感，积攒了非常多的压力。一天，一个名叫格奥尔基（亚力克·塞克雷亚努AlecSecareanu饰）的工人来到农场做帮手，这个年长的男人教会了约翰尼很多事情，随着时间的推移，约翰尼和格奥尔基之间的关系越来越亲密起来。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510209986.jpg
732,tt1022603,和莎莫的500天,"剧情,喜剧,爱情","
　　来自新泽西的汤姆（JosephGordon-Levitt约瑟夫•高登-莱维特饰）是一个沉溺于英伦哀歌与《毕业生》情境的年轻人。他供职于一家贺卡公司，任务是撰写富有创意的祝辞。某次会议上，汤姆的老板把新助理介绍给大家，她是来自密歇根的魅力女孩莎莫（ZooeyDeschanel佐伊•丹斯切尔饰）。莎莫自幼父母离异，因此对于感情的态度与众不同。汤姆和莎莫没有一见钟情，但却在一次酒吧K歌后彼此示好，成了非典型的恋人。而且这段办公室恋情迅速升温，爱火烧得谁都无法预料。最后，在一个餐馆里，莎莫对汤姆说了绝情的分手。深陷情网的汤姆，经受不住失恋的打击，郁郁寡欢，周围的伙伴们希望帮他走出阴影，然而，这并不是故事的全部，本片以汤姆的视角把时间重新组接，让观众在对比中体味500天恋爱的弦外之音……
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p455251312.jpg
733,tt0125439,诺丁山,"喜剧,爱情","
　　著名影星安娜斯各特（茱莉亚罗伯茨饰）的演艺事业如日中天。一天她来到了诺丁山的一间书店，邂逅了事业爱情两失意的老板威廉萨克（休格朗特饰）。威廉认出了安娜是红极一时的明星，十分惊讶，也没想到自己会爱上这位明星，假扮记者借故约会安娜。很快两人坠入爱河，本来甜蜜的生活却一下子被发现了的记者破坏了。安娜承受着媒体的压力，需要做出决定，两人也吵了起来……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480943589.jpg
734,tt0082100,初吻,"喜剧,爱情","
　　薇卡（苏菲•玛索饰）是个13岁的女孩，不同于班上的其他同学父母离异的状况，她拥有一个完整的家庭，虽然她总是觉得被母亲忽略，伴随青春期到来的，除却敏感的对父母之爱的需要，还有对异性情感的渴望。然而，父母的感情出现了裂痕，母亲与薇卡的德语老师燃起了爱火花；而在舞会上认识的拉乌尔，让她感受到初恋的美好同时也领会了爱情的伤害。
<br/>
　　有了初吻之后，爱情就能保鲜吗？13岁的初恋能持续到多久？
<br/>
　　苏菲•玛索凭借此片成为欧洲影坛著名的小明星。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1467014754.jpg
735,tt0095467,爱情短片,"剧情,爱情","
　　影片讲述男孩汤马克（欧拉夫·鲁巴斯赞科OlafLubaszenko饰）用天文望远镜偷窥住在对面公寓大厦的女人玛格达（格拉齐娜·扎波罗斯卡GrazynaSzapolowska饰），不知不觉中迷恋上她的故事。她的一举一动都使汤马克魂牵梦绕，她的一颦一笑更是牵动他所有的神经。透过望远镜，汤马克看到玛格达和男人做爱的情景，迟迟不敢示爱。直到他看到她痛哭失意的时候，汤马克才鼓足勇气提出邀约。可玛格达拒绝了他的表白。汤马克纯真爱情的信念一下倒塌了，此时的他想用自杀来守住这份对爱情的忠贞。自杀没有成功，等他出院的时候，玛格达居然开始迷恋上了他。
<br/>
　　影片是导演基耶斯洛夫斯基从他的《十戒》中第六个故事发展扩充而成的作品，并荣1988年圣塞巴斯蒂安国际电影节多项大奖。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2189908788.jpg
736,tt1499666,金氏漂流记,"剧情,喜剧,爱情","
　　金盛瑾（郑在泳饰）因公司重组而失去了工作，同时债台高筑，妻子也离他而去，对人生彻底失望的金盛瑾爬上了汉江的大桥，纵身一跃……然而金盛瑾醒转过来之后，发现自己漂流到了汉江的江心小岛上，短暂的脱身努力失败后，金盛瑾在城市的边缘陷入了鲁宾孙一般的境地，回想起现代生活的局促忙碌，金盛瑾放弃了自杀的念头，开始依靠小岛上的各种废品过起了化外人生。与此同时，在城市高楼中，一位有自闭症的金小姐（郑丽媛饰）恰巧用相机目睹了金盛瑾自杀的情形，这个一年中只在演习时窥探大街的女孩生活中自此闯入了一个外星人般的都市鲁宾孙。金小姐在夜晚时分进入对她来说危机四伏的街道，以便给金先生送出自己的信号，而金盛瑾则用沙滩上的大字来回应，这对儿奇妙的笔友慢慢维系着这份情谊，但是在纷乱的都市中，这段关系会走向何方呢？
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p617595199.jpg
737,tt0104008,冬天的故事,"剧情,爱情","
　　侯麦著名系列作品“四季的故事”之一。菲利茜（夏洛特·海瑞CharlotteVéry饰）和查理（费德瑞克·范丹狄德夏FrédéricvandenDriessche饰）在海边浪漫相恋之后，因为一时不留神留下了写错的地址，而导致了二人再也找不到彼此。菲利茜生下了查理的孩子，但5年来却再也没有查理的音讯。
<br/>
　　生活还在继续，菲利茜遇上了喜欢她的一些男子，他们也不失为好男人，足够爱自己。比如成熟体贴的马桑（迈克尔·瓦雷蒂MichaelVoletti饰）和才华横溢的路易（HervéFuric饰）。然而，在菲利茜的心中，查理却仍旧是个挥之不去的至爱之人。她不是不爱他们，只是无法爱到能和他们一起生活。她和路易一起看莎士比亚的歌剧《冬天的故事》，为里面的人物悄然落泪，也许她和剧中人一样，也在坚守着一个信念。
<br/>
　　终于某个冬天，菲利茜和查理竟然在公车上重遇，执着的梦想等来了实现的一天。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1665123572.jpg
738,tt0108432,听到涛声,"剧情,爱情,动画","
　　高二那年夏天，美丽的女孩武藤里伽子（坂本洋子配音）随母亲离开大都会东京，来到了古朴幽静的高知。聪慧美丽的里伽子在这个偏僻的小地方如此靓丽，引来了男孩们的爱恋的目光，而她孤高的性格又让女孩们颇多微词。与她同班的班长松野丰（関俊彦饰）偷偷喜欢着她，而松野的好友杜崎拓（飛田展男饰）似乎也对里伽子颇为关注。在黄金周中，里伽子约上拓一同返回东京，拓也第一次感知到这个看似冰冷的女孩内心中最脆弱的情感。他们仿佛走得更近，又仿佛相隔更远……
<br/>
　　本片为电视电影，根据氷室冴子的原作改编，由擅长纯爱题材动画的望月智充执导，其代表作有《相聚一刻》、《橙路》等。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1137708892.jpg
739,tt0202478,星月童话,"剧情,爱情,惊悚","
　　未婚夫达也（张国荣）在香港死于一场交通意外后，瞳（常盘贵子）以为自此失去幸福，生活质量开始大幅滑坡。为了兑现曾与达也在香港许下的承诺，她勉强收拾心情只身来到伤心城。同瞳一样，香港警察家宝（张国荣）也有一段伤心往事，他曾因工作狂热导致女友无法忍受冷落自杀身亡。女友死后，家宝选择做了卧底，想以更加狂热刺激的工作来麻醉和折磨自己。
<br/>
　　瞳遇到家宝后，因为家宝与达也长得一模一样，疑惑达也还在，内心又起美丽的憧憬，两个因爱受伤的人擦出烂漫火花。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2157774740.jpg
740,tt0102494,我自己的爱达荷,"剧情,爱情,同性","
　　麦克（瑞凡•菲尼克斯）和斯考特（基努•里维斯）同为沦落街头的男妓，然而因为相差巨大的家庭背景，“同为天涯沦落人”的他们并非表面般“心照不宣”。
<br/>
　　时常昏厥的麦克脑海中一直充满着有关童年的破碎片段，爱达荷的诗意田园也常常入他梦境，他一心想找回失散多年的母亲，将斯考特视为知己和爱人。斯考特本是波特兰市长的儿子，“自甘堕落”只为体会放荡青春的快感，他清楚地知道，虽然现在陪着麦克一路从波特兰到西雅图，又从爱达荷到意大利，麦克却成不了他最终的温暖归宿，他能回归的，是权势、荣华与姑娘。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p906164091.jpg
741,tt0213149,珍珠港,"剧情,爱情,历史,战争","
　　雷夫（本•阿弗莱特）和丹尼（乔什•哈奈特）是一对自小玩在一起的好兄弟，两人对飞行都有很大兴趣，曾一起学习过驾驶飞机，二战初期，两人又一起加入了美国空军部队。受训期间，雷夫与军中医院里的女护士伊弗琳（凯特•贝金赛尔）坠入爱河。
<br/>
　　为协助欧洲各国抵抗纳粹德国的侵略，美军决定派出精英部队前往欧洲大陆，雷夫自告奋勇前往参战，并将伊弗琳托付给丹尼照顾，不久，噩耗传来，雷夫的飞机在空战中不幸被德军击落，生还可能几乎为零。伊弗琳与丹尼在相互勉励的伤痛中，萌生爱情。令他们没想到的是，雷夫并没死去，当三人重聚首时，尴尬顿生。日军偷袭珍珠港一事帮他们解了围，雷夫与丹尼决定不做情敌做战友。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1340424701.jpg
742,tt0038109,爱德华大夫,"爱情,悬疑,黑色电影","
　　精神病院的默奇逊院长即将退休，接手的是年轻有为的爱德华大夫（格利高里·派克GregoryPeck饰）。医院里年轻漂亮的女医生彼特森（英格丽·褒曼IngridBergman饰）和他相爱，然而竟发现眼前的爱人不是爱德华大夫，而真实的爱德华的秘书，还前来指出这个冒牌人士是杀害爱德华的凶手。
<br/>
　　面对恋人扑朔迷离的身份，彼特森始终不相信他是杀人凶手，然而默奇逊院长却用精神分析法印证了“事实”。更为棘手的是，这个假爱德华也相信自己有罪，他甚至连自己是谁，经历过的事情也不知道。
<br/>
　　彼特森对自己的判断非常坚持，她决定要帮他找出事件真相。在警察的追捕下，她带他逃到了心理分析教授的家中，展开了一联串精彩的心理分析过程，他童年的阴影和爱德华大夫被杀的真相渐渐浮出水面。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1884306259.jpg
743,tt0067418,两小无猜,"剧情,爱情","
　　这是一个纯真美好的初恋故事。丹尼尔（马克·莱斯特MarkLester饰）是英国某小学的一名学童，家境殷实的他乖巧听话，同时也有叛逆的一面。他最好的朋友昂肖（杰克·瓦尔德JackWild饰），是一个叛逆乖张、专门捣蛋的小孩，丹尼尔和昂肖度过了许多个美好的放学时光。天真可爱的美乐蒂（特雷西·海德TracyHyde饰）跟丹尼尔同一所小学，原来并没有交集的二人，因为某一天在舞蹈室偶遇而相识，丹尼尔爱上了那个翩翩起舞的美乐蒂。
<br/>
　　在昂肖的帮助下，渐渐地，美乐蒂也喜欢上丹尼尔。二人不仅放学后约会，更有一次翘课去了海边玩耍。因此被老师家长知道他们的恋情，在大人们的多番教育下，他们却更加坚定要结婚。一天，丹尼尔的妈妈看到他留下的字条，校长发现班上的同学都不见了，原来同学们都去举行丹尼尔和美乐蒂的婚礼了……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1132971627.jpg
744,tt0120601,成为约翰·马尔科维奇,"剧情,喜剧,爱情,奇幻","
　　戈尔（约翰•库萨克JohnCusack饰倒的木偶艺人，善于操作舞台上傀儡木偶。生活所迫，他进入了一间纽约一间公司从事文件管理工作。这间公司在办公大厦的七楼半，由于它只有半层楼高，所以职员们都只能拱着腰工作。
<br/>
　　正是由于这样，戈尔偶然发现了公司的文件柜后面有一扇门。好奇心驱使下，戈尔进入了这扇门。当戈尔一进入门内，马上便被吸入了其中，并飞越时空进入了著名演员约翰.马尔科维奇的大脑中。他发现现在自己能随意控制约翰.马尔科维奇的目光，并窥探到一切约翰.马尔科维奇的私隐。十五分钟后戈尔自动被弹回了现实中。
<br/>
　　这一发现令戈尔兴奋不已，他决定利用这扇门做一笔大生意。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1087658057.jpg
745,tt0428870,我脑中的橡皮擦,"剧情,爱情","
　　秀真（孙艺珍饰）是一个富家女，跟男友出走却被抛弃，在便利店内与在建筑公司当工人的哲洙（郑宇成饰）相遇。未来的日子里，他们一次又一次相遇，最终彼此相爱了。
<br/>
　　哲洙知道自己与秀真的身份悬殊，所以不敢轻易表白情谊，秀真向哲洙求婚。
<br/>
　　就算秀真父母阻拦，他们爱情的力量还是说服了父母。
<br/>
　　婚后生活甜蜜，秀真还帮忙修复了哲洙与母亲的关系。可是好景不长，秀真的记忆力开始一天比一天衰退，得了阿滋海默氏症，大脑在逐渐死亡。
<br/>
　　病魔深深折磨这相爱的两人，秀真有完全忘记一切的一天，可是哲洙却无法从此丢下秀真。
<br/>
　　他们的爱，能帮他们跨越记忆的考验吗
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1198204419.jpg
746,tt0055032,祖与占,"剧情,爱情","
　　一战前，德国人祖（奥斯卡·威内尔OskarWerner饰）和法国人占（亨利·赛尔HenriSerre饰）在巴黎结识。他们意趣相投，对诗歌和小说都有强烈而共同的兴趣，甚至二人为着同一个雕塑也着迷。顺理成章地，祖与占都爱上了同一个女子：聪明貌美的凯瑟琳（让娜·莫罗JeanneMoreau饰）。
<br/>
　　在这样的关系中，占选择了成全温柔单纯的祖。他们一起到乡间度假，度过了美妙时光。然而一战的爆发，却让他们失去了联系，在自己国家服役期间，他们多么担心会在战场上杀死自己的好友。而祖，从不间断地给妻子凯瑟琳写信。
<br/>
　　战争结束，祖与占再次相遇，占觉察到祖和凯瑟琳的关系很糟糕——她对婚姻以外的感情从没停止过追逐，喜欢在各种爱情关系中享受自由。占在祖家中住下，凯瑟琳毫不掩饰对占的爱，这段三角关系平衡而快乐的维系着，旁人完全看不透。当占要离去时，凯瑟琳直率锐利的性格让事情起了变化……
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p555160366.jpg
747,tt0114702,心之全蚀,"剧情,爱情,同性,传记","
　　本片是关于两位法国象征派大诗人魏尔伦和兰波的传记片，内容大多都建立在真实的历史记录基础上。
<br/>
　　1871年，17岁的诗人兰波（莱昂纳多·迪卡普里奥LeonardoDiCaprio饰）接受当时已是著名诗人魏尔兰（大卫·休里斯DavidThewlis饰）的邀请，去往巴黎。当时魏尔兰已经结婚，妻子家境富有。但他偏偏对这个恃才傲物，举止怪异，放浪不羁的兰波，着迷不已。他因此而抛下妻子，与兰波流浪到伦敦，同居在了一起，过着放纵不羁又贫困潦倒的生活。在疯狂的两年同居生活中，两人相互追逐，彼此伤害，纷争不断。1873年，在最后一次争执中，魏尔兰开枪打伤了兰波逮捕并被判入狱两年。之后兰波一人孤身返乡，四处漂泊，经历繁杂，甚至贩卖军火，最终37岁时病逝于马赛。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2283025640.jpg
748,tt0431308,附注：我爱你,"剧情,爱情","
　　霍莉（希拉里•斯万克饰）与盖里（杰拉德•巴特勒饰）深爱彼此，虽然有时候他们会有争吵，可是这些都是他们生活中的情趣。霍莉感觉自己已经找到了最爱，盖里却在他们婚后罹患脑癌并逝世了。自此，霍莉便生活在失去挚爱的痛苦中。
<br/>
　　她感觉丈夫并没有就此离开，她还能在家中感受到盖里的气息。她把自己困在家中，两位好友丹尼丝（莉莎•库卓饰）、莎拉及霍莉的母亲还有母亲酒吧里的酒保丹尼尔都十分担心她。就在她三十岁生日的那天开始，她便不断收到由盖里给她寄来的信，每封信的最后都加上一句“我爱你”的附注。盖里的信为霍莉的生活注入了力量，她一步步的向前走，但事实上盖里已经死去了，她终究要自己独自生活。
<br/>
　　丹尼丝怀孕了，莎拉即将要结婚，她们两个都生活在幸福当中，霍莉突感落寞。她又开始躲避众人，自认识霍莉后丹尼尔一直都陪在霍莉身边，丹尼尔向霍莉表达自己的爱意。霍莉第一次跑到母亲怀里痛哭，她也知道了盖里的信原来一直由母亲代寄。最后一封信就要拆开，霍莉会否得到重生呢？
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p461625359.jpg
749,tt0367104,新扎师妹,"喜剧,爱情","
　　方丽娟（杨千嬅饰）一直想成为一名警察，几经失败才考近了警校。虽然她在警校中刻苦学习，可是她天生并不是当警察的料，成绩不理想以外还常常笑料百出。毕业后，被调配到失物认领处工作，令她心里很不是滋味。
<br/>
　　刚好重案组在计划一宗缉拿黑帮的案子中需要一名生面孔的卧底，丽娟误打误撞被任命执行这次的任务。行动的过程中，她与黑帮老大区海文（吴彦祖饰）结缘，刚开始海文觉得丽娟的身世可怜，打算给予帮助。谁料两人后来互生爱意，阿祖百般体贴，令方丽娟觉得左右为难，没想到自己假戏真做了，方丽娟最后选择了什么样的决定呢？
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2625448949.jpg
750,tt0107282,喜福会,"剧情,爱情","
　　晶妹（温明娜饰）的母亲宿愿（翘征饰）生前讲过一个有关鹅毛的故事。宿愿过世后，好友林冬（周采芹饰）、安梅（卢燕饰）、映映（阮兰丝饰）联系上了宿愿早年失散的双胞胎女儿。晶妹决定远渡重洋与两位姐姐相认，众人齐聚宿愿家为晶妹践行。聚会上，林冬、映映、安梅各自忆起了被母（奚美娟饰）抛弃、杀死亲子、等候母亲（邬君梅饰）的往事，而三人女儿钟韦弗利（富田谭玲饰）、琳娜（劳伦·汤姆饰）、罗丝（赵家玲饰）的婚姻也深受各自母亲的影响。聚会后，晶妹的父亲（冀朝理饰）讲述了宿愿遗弃双胞胎的真相……
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1269318004.jpg
751,tt1810833,丈夫得了抑郁症,"剧情,爱情,家庭","
　　婚后五年，在某网络公司上班的髙野干夫（堺雅人饰）和毫不卖座的漫画家妻子小晴（宮﨑あおい饰）过着平静的生活。干夫为人纤细，一丝不苟，习惯每天早上做便当，按照不同日期搭配便当的奶酪和领带。但是在巨大的工作压力下，干夫看似平静的内心渐渐失衡，他甚至一度企图自杀，经问诊才发现自己已经患了抑郁症。一向专注工作、神经大条的小晴回想，似乎早在几个月前干夫的身上便已出现了些许迹象。为了让丈夫尽快恢复健康，小晴以离婚相要挟迫使干夫辞职休养。失去了生活来源，髙野夫妇的生活陷入了前所未有的困境，但他们也在相互扶持的道路上获得了久违的快乐……
<br/>
　　本片为細川貂々根据和丈夫望月昭真实经历撰写的同名原作改编，望月昭本人亦在片中客串角色。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1171252131.jpg
752,tt1602479,志明与春娇,"剧情,喜剧,爱情","
　　一纸戒烟令让狭窄的后巷成为新型社交区域，无数抽数的男男女女不得不躲进那里抽烟。无论身居何位，所为何事，在那里他们都只是一个烟民，大家所做的无非是一起吞云吐雾、一起科插打诨。来自广告公司的志明（余文乐饰）和在化妆品专柜工作的春娇（杨千嬅饰）在那里相识，志明的不幸遭遇以及为春娇点烟的举动让春娇对这个斯文的男人略生好感。在接下来的几个日日夜夜，两人不时的传送短信和相约街角吸烟。感情通过拇指传送，爱情在烟雾之中滋生，最终一条暧昧的短信导致春娇和男友家豪（黄德斌饰）分手。就当春娇准备全身心投入与志明的恋情时，志明的态度却变得含混不清。烟雾继续在街角后巷萦绕，但却不能弥合二人之间出现的隔阂。伴随着增加烟草税的决意颁发，广大烟民们开始搜寻和囤积香烟。在寻烟过程中，志明和春娇在他们第一次遇见的便利商店重逢，这晚，两人相约一起去找烟……
<br/>
　　本片在五个星期15个拍摄日便完成拍摄，拍摄时间相当短。由于粗口写实镜头过火，《志明和春娇》在香港上映时被定为三级片。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1456854668.jpg
753,tt1659337,壁花少年,"剧情,爱情","
　　查理（罗根·勒曼LoganLerman饰）是个害羞和孤独的高中新生，拥有超越年龄的敏感和泪腺，总是默默观察身边的家人和朋友，是个典型的「壁花少年」。他的青春期充满各种挫折，先后经历了阿姨为给他买生日礼物去世、最好朋友自杀、受同侪排挤欺负、单恋没有回应等各种事情。然而查理还不是最惨的，因为和他一样被生活逼入墙角罚站的人实在太多。他幸运的拥有一个开明的老师和两个高年级的好友：叛逆娇俏的少女珊（艾玛·沃森EmmaWatson饰）和自信满满的同志男生帕特里克（埃兹拉·米勒EzraMiller饰），他们让查理明白了有时候不能永远旁观，必须要参与进来才能拥有属于自己的精彩。
<br/>
　　《壁花少年》改编自同名畅销原著，由作者史蒂芬·克伯斯基自编自导，《朱诺》原班监制倾力打造，集合90后一众人气偶像，在自杀、霸凌、性向、毒品等诸多敏感争议的话题中，书写一篇献给LOSER的励志日记。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1682183756.jpg
754,tt0061722,毕业生,"剧情,喜剧,爱情","
　　刚刚走出大学校门的本恩（达斯汀•霍夫曼DustinHoffman饰）对前途十分茫然，偏偏在这时遇上了风流的鲁滨逊太太（安妮•班克罗夫特AnneBancroft饰）。虽然不再年轻，但鲁滨逊太太却一再勾引本恩，二人发生了关系。他们在约会过程中，本恩遇上了太太的女儿伊莱恩（凯瑟琳•罗斯KatharineRoss饰），被她的纯真青春深深吸引。本恩吐露了爱意，与伊莱恩开始了正常的恋爱关系，却遭到了鲁滨逊太太的剧烈反对。母亲的震怒使伊莱恩觉察到了一些内情。伊莱恩非常伤心，仓促同意了另一个人的求婚。本恩冲向伊莱恩结婚的教堂，他要力挽狂澜……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2517731298.jpg
755,tt2611652,处子之山,"剧情,爱情","
　　已过不惑之年的单身狗Fúsi是一个机场搬运工精通机械却不善言辞他的生活单调到除了工作就是金属乐，各种模型手办在家人的鼓动下他尝试去了一个舞蹈班并终于认识了妹子但害羞怯懦的他最后能走出自己的世界吗
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2331815937.jpg
756,tt0442268,借着雨点说爱你,"剧情,爱情,奇幻","
　　秋穗巧（中村狮童饰）的妻子槚田泠（竹内结子饰）一年前去世，便和6岁的儿子佑司（武开证饰）过着相依为命的日子。妻子临终前跟他们说，翌年的雨季便会跟着雨点回来看他们。儿子深信母亲会在这个时候回来他们的身边，虽然秋穗巧知道这是一件很荒唐的事，却不忍心向儿子说。
<br/>
　　雨季如期而至，父子竟然真的迎来了“重生”的泠，泠虽然失去了所有的记忆，就连自己的身份都不清楚，但她还是像以前一样无微不至的照顾父子俩。可雨不能总是下，雨季也有了结束的一天……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1499616217.jpg
757,tt1563738,一天,"剧情,爱情","
　　1988年7月15日，一所大学为毕业生的狂热所充盈。籍着这股躁动，轻浮的德克斯特（吉姆·斯特吉斯JimSturgess饰）穿过层层人墙，寻找可以与之共度这最后狂欢与浪漫之夜的尤物。他将目光锁定在艾玛（安妮·海瑟薇AnneHathaway饰）的身上，一个来自普通工薪家庭的聪慧女孩。然而短短的交流过后，他们之间什么也没发生，却又注定改变了彼此的一生。在之后的岁月里，两人以友人知己的身份时聚时散，彼此分享着人生的苦辣酸甜和各种感悟。德克斯特经历着事业和婚姻的起落，艾玛品味着底层人生的辛酸。他们是远在天边心也紧紧相连的知己，是深锁心中最为笃真却相隔最远的爱恋……
<br/>
　　本片根据英国作家大卫·尼克尔斯（DavidNicholls）的同名畅销小说改编。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1103205323.jpg
758,tt0364517,两小无猜,"剧情,喜剧,爱情","
　　当一个人问另一个人“敢不敢”的时候，另一个人必须说“敢”，这就是游戏的规则。小男孩于连和小女孩苏菲的相遇即开始于这样一场孩童的闹剧，一个精美的铁盒子就是他们游戏的见证。说脏话，扰乱课堂，在校长室小便，内衣外穿……一个游戏两人一玩十多年，他们什么都敢，除了承认彼此相爱。
<br/>
　　苏菲（玛丽昂·歌迪亚MarionCotillard饰）提议两人分别四年，挑战的内容是于连（吉约姆·卡内GuillaumeCanet饰）敢不敢伤害苏菲。恍惚四年逝去，于连找到苏菲，为了游戏的进行他决定另娶她人，邀请苏菲做伴娘。受到伤害的苏菲在于连的婚礼上抛出铁盒子“你敢悔婚么？”原本最最亲密的朋友相互伤害最深。同样心痛的两个人相约再次分别十年。
<br/>
　　十年里，于连拥有了一切，家庭、事业、朋友，只是没了苏菲宛如没了心，原来丧失激情的生活这般索然无味。
<br/>
　　终于十年过去，“Loveme,ifyoudare...”
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2403888231.jpg
