id,IMDb,title,genres,overview,image
0,tt0111161,肖申克的救赎,"剧情,犯罪","
　　一场谋杀案使银行家安迪（蒂姆•罗宾斯TimRobbins饰）蒙冤入狱，谋杀妻子及其情人的指控将囚禁他终生。在肖申克监狱的首次现身就让监狱“大哥”瑞德（摩根•弗里曼MorganFreeman饰）对他另眼相看。瑞德帮助他搞到一把石锤和一幅女明星海报，两人渐成患难之交。很快，安迪在监狱里大显其才，担当监狱图书管理员，并利用自己的金融知识帮助监狱官避税，引起了典狱长的注意，被招致麾下帮助典狱长洗黑钱。偶然一次，他得知一名新入狱的小偷能够作证帮他洗脱谋杀罪。燃起一丝希望的安迪找到了典狱长，希望他能帮自己翻案。阴险伪善的狱长假装答应安迪，背后却派人杀死小偷，让他唯一能合法出狱的希望泯灭。沮丧的安迪并没有绝望，在一个电闪雷鸣的风雨夜，一场暗藏几十年的越狱计划让他自我救赎，重获自由！老朋友瑞德在他的鼓舞和帮助下，也勇敢地奔向自由。
<br/>
　　本片获得1995年奥斯卡10项提名，以及金球奖、土星奖等多项提名。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg
1,tt0051201,控方证人,"剧情,悬疑,犯罪","
　　伦敦著名刑案辩护律师韦菲爵士（查尔斯•劳顿CharlesLaughton饰）接受了心脏病治疗，但是身体依旧虚弱，第一天回家休养，护士一直严厉监督他服药，并杜绝烟酒。管家为了便于上楼，还专门为他修了电梯。但是，种种关心照顾，对于这位桀骜不驯、牙尖嘴利的大律师根本不起作用，反倒是一纸诉状令他倍感兴奋。律师梅休和当事人沃尔（泰隆•鲍华TyronePower饰）登门拜访，请他出山打官司。原来，沃尔结识了富婆，两人相见甚欢，虽然仆人对他发明的打蛋器充满鄙夷，但是富婆却对他充满爱意，甚至为他修改了遗嘱，把8万英镑留给了他。然而，富婆却惨遭毒手。于是，沃尔成为警方的头号嫌疑犯。他的唯一证人是妻子克里斯汀（玛琳•黛德丽MarleneDietrich饰），然而后者登门时的冷漠与淡定，令韦菲爵士怀疑这其中另有隐情。在扑朔迷离的案件背后，隐藏着一个个环环相扣、不可告人的秘密……
<br/>
　　本片改编自阿加莎•克里斯蒂同名小说。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg
2,tt0110413,这个杀手不太冷,"剧情,动作,犯罪","
　　里昂（让·雷诺饰）是名孤独的职业杀手，受人雇佣。一天，邻居家小姑娘马蒂尔达（纳塔丽·波特曼饰)敲开他的房门，要求在他那里暂避杀身之祸。原来邻居家的主人是警方缉毒组的眼线，只因贪污了一小包毒品而遭恶警（加里·奥德曼饰）杀害全家的惩罚。马蒂尔达得到里昂的留救，幸免于难，并留在里昂那里。里昂教小女孩使枪，她教里昂法文，两人关系日趋亲密，相处融洽。
<br/>
　　女孩想着去报仇，反倒被抓，里昂及时赶到，将女孩救回。混杂着哀怨情仇的正邪之战渐次升级，更大的冲突在所难免……
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg
3,tt0338564,无间道,"剧情,惊悚,犯罪","
　　1991年，香港黑帮三合会会员刘健明（刘德华）听从老大韩琛（曾志伟）的吩咐，加入警察部队成为黑帮卧底，韩琛许诺刘健明会帮其在七年后晋升为见习督察。1992年，警察训练学校优秀学员陈永仁（梁朝伟）被上级要求深入到三合会做卧底，终极目标是成为韩琛身边的红人。2002年，两人都不负重望，也都身背重压，刘健明渐想成为一个真正的好人，陈永仁则盼着尽快回归警察身份。
<br/>
　　重案组从陈永仁手中获悉一批毒品交易情报，锁紧目标人物韩琛，没料情报被刘健明泄出，双方行动均告失败。但此事将双方均有卧底的事实暴露，引发双方高层清除内鬼的决心。命运迥异又相似的刘健明和陈永仁开始在无间道的旅程中接受严峻考验。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg
4,tt0068646,教父,"剧情,犯罪","
　　40年代的美国，“教父”维托·柯里昂（马龙·白兰度饰）是黑手党柯里昂家族的首领，带领家族从事非法的勾当，但同时他也是许多弱小平民的保护神，深得人们爱戴。
<br/>
　　因为拒绝了毒枭索洛索的毒品交易要求，柯里昂家族和纽约其他几个黑手党家族的矛盾激化。圣诞前夕，索洛索劫持了“教父”的参谋汤姆，并派人暗杀“教父”；因为内奸的出卖，“教父”的大儿子逊尼被仇家杀害；小儿子麦克（阿尔·帕西诺饰）也被卷了进来，失去爱妻。黑手党家族之间的矛盾越来越白热化。
<br/>
　　年老的“教父”面对丧子之痛怎样统领全局？黑手党之间的仇杀如何落幕？谁是家族的内奸？谁又能够成为新一代的“教父”？
<br/>
　　血雨腥风和温情脉脉，在这部里程碑式的黑帮史诗巨片里真实上演。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg
5,tt0071562,教父2,"剧情,犯罪","
　　迈克尔（阿尔·帕西诺饰）是美利坚黑手党科利昂家族的头目。迈克尔的父亲维托·安多里尼（罗伯特·德尼罗饰）出生于意大利科利昂镇。1901年，维托的父亲安东尼奥、兄长保罗、母亲（玛丽亚·卡塔饰）都死于黑手党西乔家族之手。9岁的维托只得漂洋过海逃亡美利坚谋生。入境时，海关官员（理查德·沃森饰）将其名姓登记为维托·科利昂。1958年，迈克尔为儿子安东尼（詹姆斯·古纳瑞斯饰）举办了初领圣体的聚会，不想当晚便遭遇暗杀。迈克尔侥幸躲过一劫，两名杀手却被人灭口。维托在异国他乡如何生存？他身负的血海深仇能否得报？想要迈克尔性命的是谁？将杀手灭口的又是谁？
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg
6,tt0468569,蝙蝠侠：黑暗骑士,"剧情,动作,科幻,惊悚,犯罪","
　　从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”，经历了成长之后，已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下，“蝙蝠侠”无后顾之忧地继续满世界的奔波，与日益增长起来的犯罪威胁做着永无休止的争斗，而他所在的高谭市，也是进展最为明显的地方，犯罪率以一种惊人的速度持续下降着，毕竟对方是能够上天入地的“蝙蝠侠”，不借两个胆子谁还敢造次呢？不过像高谭这种科技与污秽并存的城市，平静是不可能维持太久的，果不其然，新一轮的混乱很快就席卷了整个城市，人们再一被被恐慌所笼罩着，而声称愿意为这一切负责的，自然就是所有混乱的源头以及支配者--“小丑”了。
<br/>
　　先不管“小丑”掀起一个又一个犯罪的狂潮的最终目的为何，他的企图都是邪恶的，所作所为更是早就危害到了高谭市民的正常生活……其中自然包括了“蝙蝠侠”身边几个非常重要的人，而他需要做的，就是将这股新的危机全部亲自用手捏得粉碎。然而在面对着这个有史以来最具针对性、最恶毒的对手时，“蝙蝠侠”却不得不从他的地下军械库里搬出每一件能够用得上的高科技武器，还得时刻纠结着为他曾经信仰的一切寻找答案。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
7,tt0087843,美国往事,"剧情,犯罪","
　　1933年，纽约流氓Noodles（罗伯特·德·尼罗饰）因向哈洛伦警司（布鲁斯·巴伦堡饰）通风报信害死了三名同伙而被追杀。逃亡之前，他打开了存放帮派基金的手提箱，里面却只有报纸。1968年，已改名换姓的Noodles收到一封犹太会堂通知迁葬亲友的信。Noodles联系拉比，得知信是八个月前寄出的，他的三名同伙已被迁葬至一所豪华公墓。Noodles回到纽约，找老友莫（拉里·拉普饰）了解情况，却一无所获。闲谈中，Noodles问起莫的妹妹黛博拉（伊丽莎白·麦戈文饰）的情况，得知其已成名角。原来，两人少时互有好感，但黛博拉（詹妮弗·康纳利饰）志向高远脚踏实地，理智地将街头混混Noodles（斯科特·提勒饰）拒于门外。Noodles在公墓发现了一把钥匙，并用钥匙打开了当年存放手提箱的储物柜。这一次，箱子里有满满的百元钞，还有写着“下一份工作的预付款”的纸条……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg
8,tt0084911,控方证人,"剧情,悬疑,犯罪","
　　威尔弗里德（拉尔夫·理查德森RalphRichardson饰）是伦敦知名的辩护律师，最近因为心脏出现了问题，而被迫留在家中卧床修养。某日，律师梅林带来了一位名叫沃尔的委托人，沃尔遇到了大麻烦，希望法力无边的威尔弗里德能够帮助他，这让无聊的快要发霉的威尔弗里德顿时来了精神。
<br/>
　　原来，沃尔结识了一位非常富有的女人，这位女士十分欣赏威尔弗里德的才华，甚至在自己的遗嘱上写下了沃尔的名字。然而，之后没多久，这位女士就惨遭杀害，即将继承她的遗产的沃尔自然成为了警方头号怀疑的对象。唯一能够证明沃尔清白的，是他的糟糠之妻克里斯汀。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2367853261.jpg
9,tt0264464,猫鼠游戏,"剧情,传记,犯罪","
　　弗兰克（莱昂纳多·迪卡普里奥LeonardoDiCaprio饰）是FBI有史以来年龄最小的通缉犯。他的犯罪手段神通广大，伪装身份的能力超乎常人，全美各地几乎都留下他的犯罪足迹。乔装医生、律师、飞行员，统统都是他曾经的身份。当然，弗兰克凭着这个“本领”，骗取了高达几百万的金额。
<br/>
　　活得逍遥快乐的弗兰克这次又成功伪造了一份学历证明，去医院做起了大夫。弗兰克不但在这里认识了护士布雷达（艾米·亚当斯AmyAdams饰），二人擦出爱火花，还通过布雷达的父亲得到了一份检察官助理的优差。然而，这只是暴风雨前夕——一双眼睛已经盯住了弗兰克，誓要把他绳之于法不可。这就是FBI探员卡尔（汤姆·汉克斯TomHanks饰）。
<br/>
　　在研究追捕弗兰克的过程中，卡尔领教到这个犯罪天才的过人智商。他屡次被弗兰克这个黄毛小子捉弄，心里又恨又不得不佩服。每当弗兰克有惊无险地从他的精心布局中逃脱时，这个猫鼠游戏显得有趣起来……
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg
10,tt0120735,两杆大烟枪,"剧情,喜剧,犯罪","
　　艾迪（尼克·莫伦）思维敏捷，是个玩牌高手。在三个好友的支持下，艾迪携巨资参加了黑社会的高额赌局，不想落入圈套，欠下50万的赌债。为了还清赌债，艾迪和朋友们绞尽脑汁，最终算计到一群毒贩身上，并为打劫购买了两杆老式烟枪。
<br/>
　　不想这群不安分的毒贩，正惦念着他们毒品供应商的钱，并在同一天实施了打劫。在毒贩们费尽周折，把毒品供应商熨的整整齐齐的钱款拿到手后，艾迪他们幸运的坐享其成。可是他们不知道，这看似简单的抢劫案背后，更有厉害的角色参与其中。他们手里的两杆破烟枪也隐藏着不少故事。
<br/>
　　在无知与莽撞中置身漩涡的他们能侥幸脱身么？笑料迭出的偶发事件里，穿插着小人物与大人物的辛酸幽默。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg
11,,无间道(正序版),"剧情,犯罪","
　　20世纪90年代初，香江怒海，一代枭雄倪永孝（吴镇宇饰）雄霸黑道，风头无两。以此为契机，青春年少的警校学生陈永仁（余文乐饰）肩负机密使命潜入黑道，从此开始了他无法回头的黑暗人生。与此同时，精明狡猾的黑道头目韩琛（曾志伟饰）密令弟子刘建明（陈冠希饰）考入警校，成为他日后纵横江湖最重要的一枚棋子。转眼十年，风云变幻。韩琛早已成为新千年的黑道霸主。一起毒品交易的攻防战，令他和黄督察（黄秋生饰）都敏锐地察觉到“内鬼”的存在。
<br/>
　　在此之后，刘建明（刘德华饰）与陈永仁（梁朝伟饰）展开连番紧张危险的卧底角斗。经历无数腥风血雨，在无间地狱求生、痛苦片刻不停的二人不仅面临最终对决，还将用毕生品味命运所施加的苦果……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2236103938.jpg
12,tt0107808,完美的世界,"剧情,犯罪","
　　单亲孩子菲利普·佩里（T·J·劳瑟T.J.Lowther饰）的母亲对他管教甚严，8岁的小菲利普甚至从未参加过一次鬼节讨糖果的游戏。附近州监狱的两名罪犯越狱成功，劫持了菲利普作为人质，向德州边界逃窜。途中，罪犯之一的布奇（凯文·科斯特纳KevinCostner饰）干掉了鲁莽愚蠢的同伙，却对小菲利普照顾有加。与此同时，德州警探瑞德（克林特·伊斯特伍德ClintEastwood饰）带着手下和州长特派的犯罪专家萨利（劳拉·邓恩LauraDern饰）一同火速追捕布奇。双方在德克萨斯州境内展开了一场公路赛大竞技；而小菲利普也经历了很多从未想过过的刺激与快乐，并与布奇产生了一种近似父子的不寻常感情……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg
13,tt0099674,教父3,"剧情,犯罪","
　　转眼间已经是1979年，第二代教父麦克•柯里昂（阿尔•帕西诺饰）到了垂暮之年，为了灵魂的救赎，麦克慢慢结束家族的黑道事业，转投正当生意。
<br/>
　　麦克的儿子托尼酷爱艺术，无意接手家族事业，迈克尔决定让大哥逊尼的私生子，火爆好色的文森（安迪•加西亚饰）继承家业，当第三代教父。麦克的爱女玛丽（索菲娅•科波拉饰）和文森相恋，遭到父亲的反对，父女渐渐疏远。
<br/>
　　为了使家族资产合法化，麦克通过在梵蒂冈教廷的关系网，准备投资“屹立”集团，却遭到敌人的暗中阻挠，教皇的去世也让事情更加扑朔迷离。
<br/>
　　麦克无奈之下，只能重新选择用暴力解决问题，他的亲人也被卷入了这场血雨腥风。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
14,tt0317248,上帝之城,"剧情,犯罪","
　　巴西里约热内卢的贫民窟，这里是“上帝之城”，更是魔鬼也会叹息着转身的地方。
<br/>
　　阿炮（AlexandreRodrigues饰）带着我们到了这里，他见证了这里二十多年来被残暴、贪婪、复仇、野心、背叛、掠夺所裹挟的混乱生活以及最终导致的一场灾难性的黑帮争斗。虽然从小就要辗转于匪徒间求生存，但胆小怕事的性格与自我保护的本能却使他一直能平安度日。
<br/>
　　60年代初，阿毛、阿夹和阿呆是这里的“少年三侠”，在抢劫完旅馆之后，他们三人分道扬镳，阿夹重回上帝的怀抱，而阿呆和阿毛纷纷付出了生命的代价。
<br/>
　　70年，当年“少年三侠”手下的小弟小豆子（DouglasSilva饰）靠着自己的心狠手辣，不停地吞并别人的地盘，成为了贫民区的“小霸王”，生意也从抢劫升级到了更为暴利的毒品买卖，和他一起飞黄腾达的还有班尼（PhellipeHaagensen饰）。
<br/>
　　班尼认识了美丽的安迪丽卡（AliceBraga饰），准备归隐，在送别的晚会上，他意外被对头杀害，悲痛之下，“小霸王”集合人手给班尼报仇，帮派之间的厮杀就此开始。
<br/>
　　此时的阿炮，机缘巧合下成为了杂志社的见习摄影师，他的相机，照下的却是孩子们持枪荷弹的狰狞，和帮派间无休无止的仇杀。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
15,tt0040522,偷自行车的人,"剧情,犯罪","
　　二战过后，罗马同许多城市一样，充斥失业和贫困，人们常常为一个工作机会争得头破血流。已失业多时的里奇（LambertoMaggiorani）费劲千辛万苦获得一份海报张贴的工作后，却为这份工作需要一辆自行车犯愁，为了以后的日子好过，他用妻子的嫁妆--床单从换回已经当掉的自行车，不想，他的自行车在上班第一天就被盗。里奇同儿子布鲁诺（EnzoStaiola）寻遍罗马大街小巷，也没能找到他赖以活命的自行车，眼见无指望的日子又要降临，里奇决定以牙还牙，可是他的运气却没有别的小偷好。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p759707912.jpg
16,tt0102926,沉默的羔羊,"剧情,惊悚,犯罪","
　　联调局学院学员ClariceM.Starling（乔迪·福斯特饰）受行为科学组的JackCrawford（斯科特·格伦饰）指派，前往州立巴尔的摩法医院访问被监禁的精神科医生HannibalLecter（安东尼·霍普金斯饰）。Lecter要求转到条件较好的联邦机构，远离常常折磨他的FrederickChilton医生（安东尼·希尔德饰），并愿意为此提供持续作案的连环杀手水牛比尔（泰德·莱文饰）的心理分析……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg
17,tt0110912,低俗小说,"剧情,喜剧,犯罪","
　　《低俗小说》由“文森特和马沙的妻子”、“金表”、“邦妮的处境”三个故事以及影片首尾的序幕和尾声五个部分组成。看似独立的小故事里面，却又有环环相扣的人和事。
<br/>
　　盗贼“小南瓜”和“小兔子”在早餐店里打劫，却遇上了天大的麻烦——黑社会成员朱尔斯（塞缪尔•杰克逊SamuelL.Jackson饰）和文森特（约翰•特拉沃尔塔JohnTravolta饰）在店内用餐，可谓天外有天。二人是否会放过两名小盗贼？
<br/>
　　而文森特是黑社会大哥马沙•华莱士（文•瑞姆斯VingRhames饰）的手下，马沙下命令让他陪妻子一个晚上，明知如有雷池必死无疑，但面对马沙妻子美艳诱惑，文森特该怎么办。
<br/>
　　文森特的故事还没完，拳击手布奇（布鲁斯•威利斯BruceWillis饰）的出现将令他的人生从此改变。布奇有一块祖传金表，就是因为这块金表，他和马沙分享了一个耻辱的秘密。
<br/>
　　故事环状结构，回到开端。朱尔斯在小盗贼面前诵读圣经，表示对杀人的厌倦和感悟。什么事件令他如此转变？“邦妮的处境”中就有答案。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg
18,tt0353969,杀人回忆,"剧情,动作,悬疑,惊悚,犯罪","
　　1986年，韩国京畿道华城郡，热得发昏的夏天，在田野边发现一具女尸，早已发臭。小镇警察朴探员（宋康昊饰）和汉城来的苏探员（金相庆饰）接手案件，唯一可证实的是这具女尸生前被强奸过。线索的严重缺乏让毫无经验的朴探员和搭档曹探员（金罗河饰）只凭粗暴逼供和第六感推断，几次将犯罪嫌疑人屈打成招。而苏探员客观冷静，据理分析，几次排除嫌疑，警察内部为了证明与推翻矛盾不断，然而无辜女子还是接二连三被残忍杀害，他们只好达成共识一起合作。此时，一个极其符合作案特征的小青年（朴海日饰）成为最大嫌疑人，警方神经绷紧地锁定住他，同时DNA检测报告也被送往美国，然而案件并未在此处停止。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg
19,tt0386651,可可西里,"剧情,犯罪","
　　尕玉（张磊饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的狂暴冲突。首先是藏羚羊保护站的巡山队员被盗猎人枪杀，接下来他们见到了悲惨的一幕：盗猎者逃走，只留下众多只剩嶙峋白骨的藏羚羊。巡山队员在恶劣的环境中追捕凶手，最终只夺回了一部份的藏羚羊皮毛。一方面要与恶劣的自然环境抗争、另一方面还要与凶残的盗猎者周旋，巡山队员和尕玉面临着生死考验。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg
20,tt0101985,牯岭街少年杀人事件,"剧情,犯罪","
　　结识小明（杨静怡）前，小四（张震）是典型的乖仔，是父母的希望和兄妹的骄傲（一家人指望他考上名牌大学将来提升全家的社会地位），他有一个喜欢摇滚乐的自称“小猫王（王启赞）”的好友，两人虽会去树林看人幽会，但过的是与周围诸多在“小公园”混的少年人完全两样的生活。
<br/>
　　喜欢上小明后，小四便像跌进一个无底深渊，开始被外界的各种力量牵着鼻子走。新识仰慕对象honey（林鸿铭）意外身亡，一向敬重的父亲的自尊与精神因为某次事件严重受损，加上将一次次“欺骗玩弄”他感情的小明“看透”，血气方刚又有很强道德感的小四终于走上犯罪的道路，期望用自己的刀结束事件的根源。但小四不知的是，他眼中的根源只是这条食物链中微不足道的一环。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
21,tt2625030,新世界,"剧情,犯罪","
　　金门集团会长、暴力组织在虎派大佬石东出遭遇车祸身亡，该事件在黑白两道引起不小震荡。为了遏制金门集团进一步向合法领域渗透并持续壮大，警方及时提出“新世界计划”，旨在干预金门集团继任大佬的选举。而围绕会长头衔，金门旗下三号人物华侨出身的丁青（黄正民饰）和四号人物常务理事李仲久（朴圣雄饰）展开一连串明争暗斗。在危机四伏的当下，警方姜科长（崔岷植饰）命令卧底十年之久的李子成（李政宰饰）左右选举结果。子成六年前和丁青结识，并且得到对方的器重和信任。早已厌倦黑道生活的子成无奈受命，却无疑将自己投入了凶险非常的黑色漩涡之中。
<br/>
　　充满鲜血与欲望的战场，新世界何日来临？
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
22,tt0120689,绿里奇迹,"剧情,悬疑,犯罪,奇幻","
　　狱监保罗（汤姆•汉克斯TomHanks饰）这天迎来了一位不平凡的杀人犯――约翰•考夫利（迈克•克拉克•邓肯MichaelClarkeDuncan饰）。约翰因杀了两名幼女被判死刑来到了这座著名的冷山监狱，监狱里有一片称为“绿里”的绿地，绿地那头就是刑场。
<br/>
　　约翰不仅不像想象中的凶残，相反，他出奇的温厚、机智。约翰的到来给狱中的各人带来了天翻地覆的变化：为老囚犯特里沃的小老鼠注入了生命的强度，给特里沃最后的人生带来最后的慰籍；神奇的拯救了被病痛折磨的保罗和马琳达；将金保斯从死神手中拉了回来……保罗这些天也从约翰身上看到了人生的真谛。
<br/>
　　约翰行刑的那天终于到了。
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
23,tt0091355,恐怖分子,"剧情,犯罪","
　　老顾（顾宝明饰）率领警察捣毁一个贼窝，唯一跳窗逃走的女孩淑安腿骨折断，被路过的男孩小强送去医院。
<br/>
　　淑安返家后，被母亲关在家中，无聊时四处打电话恶作剧，其中一个电话打给了一个叫周郁芳（缪骞人饰）的女人，她假冒是周的丈夫在外面的女友，怀孕了要她出来谈判。周郁芬嫁给李立中（李立群饰）已经有七年，丈夫是个安分守己的男人，在一家医院工作。结婚后她辞了工作，在家写作。匿名电话深深刺激了周郁芬，她对生活失去信心，而旧情人沈维彬（金士杰饰）的出现也给了她希望，于是她暂时离开李立中，小说也获了奖。
<br/>
　　分居使得李立中十分苦恼，后来他得知妻子离去只是因为一个电话，急于解释但并不奏效，最后铤而走险……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2347245849.jpg
24,tt0103074,末路狂花,"剧情,惊悚,犯罪","
　　该片被认为是向男权社会发出抗争的女性主义电影代表作。
<br/>
　　生活在沉闷与琐碎家务中的家庭主妇赛尔玛（GeenaDavis）与在某间咖啡厅做女侍应生的闺中密友路易丝（SusanSarandon）对平凡的生活与工作产生厌倦后，结伴一起外出旅游散心。路上，在某家酒吧外的停车厂，赛尔玛险遭无名男子强暴，幸好路易丝及时赶到，拔枪将该男子射杀。惊慌失措的两人掉头逃亡，自此踏上不归路，过程中两人性格均有了很重大的改变。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg
25,tt0054407,洞,"剧情,惊悚,犯罪","
　　1947年，法国康复监狱。在押犯克劳德（马克·米歇尔MarcMichel饰）刚搬入11号牢房时，受到其他四位狱友的排挤，谨慎小心的马努（菲利普·雷罗伊PhilippeLeroy饰）、狡猾奸诈的罗蓝德（吉恩·克劳迪JeanKeraudy饰）、凶悍强壮的吉奥（迈克尔·康斯坦丁MichelConstantin饰）和心机深重的“阁下”（雷蒙德·缪涅尔RaymondMeunier饰）。很快，彬彬有礼的克劳德获得了四人的认可与接纳，并让他加入到正在精心谋划的一场惊心动魄的越狱行动中。五人准备掘地三尺挖个地洞逃出去，然而此时克劳德却得到了获得自由的好消息。
<br/>
　　由法国犯罪片大师雅克·贝克执导的经典越狱片《洞》，堪称电影史上关于越狱题材最伟大的影片。这部雅克·贝克生前的最后一部作品，入围1960年第13届戛纳电影节金棕榈奖、荣获法国电影评论协会最佳影片奖、英国电影学院奖最佳外语片和最佳外国男演员提名、法国《电影手册》十大佳片之一等多项殊荣。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2497389079.jpg
26,tt0154506,追随,"悬疑,惊悚,犯罪","
　　比尔（杰里米•希尔伯德JeremyTheobald饰）是个游手好闲的作家，借跟踪陌生人打发时间。这让他体验到形形色色的人生，很神秘，也很刺激。不过，有一次，比尔盯上了一个西服革履的家伙克布（艾利克斯•浩尔AlexHaw饰）。尾随到餐厅之后，他却被对方识破，只得摊牌。克布是个贩卖盗版光碟的商贩，此外还做拧门撬锁的勾当。克布带着比尔潜入了陌生人家中，但比尔发现克布根本不取财物，而是寻找主人蓄意掩盖的隐私。同时，克布还提醒比尔要注意仪表。后来，比尔认识了一个神秘的金发女人（露西•拉塞尔LucyRussell饰）。在酒吧，比尔主动与她调情，但是对方冷若冰霜。原来她是黑社会大佬的女人，但是不可遏制的激情让比尔失去了理智，从而堕入了万劫不复的深渊……
",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg
27,tt0373074,功夫,"喜剧,动作,犯罪,奇幻","
　　1940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。
<br/>
　　阿星假冒“斧头帮”成员试图在一个叫“猪笼城寨”的地方对居民敲诈，不想引来真的“斧头帮”与“猪笼城寨”居民的恩怨。“猪笼城寨”原是藏龙卧虎之处，居民中有许多身怀绝技者（元华、梁小龙等），他们隐藏于此本是为远离江湖恩怨，不想麻烦自动上身，躲都躲不及。而在观战正邪两派的斗争中，阿星逐渐领悟功夫的真谛。
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg
28,tt4857264,看不见的客人,"剧情,悬疑,惊悚,犯罪","
　　艾德里安（马里奥·卡萨斯MarioCasas饰）经营着一间科技公司，事业蒸蒸日上，家中有美丽贤惠的妻子和活泼可爱的女儿，事业家庭双丰收的他是旁人羡慕的对象。然而，野心勃勃的艾德里安并未珍惜眼前来之不易的生活，一直以来，他和一位名叫劳拉（芭芭拉·蓝妮BárbaraLennie饰）的女摄影师保持着肉体关系。
<br/>
　　某日幽会过后，两人驱车离开别墅，却在路上发生了车祸，为了掩盖事件的真相，两人决定将在车祸中死去的青年丹尼尔联同他的车一起沉入湖底。之后，劳拉遇见了一位善良的老人，老人将劳拉坏掉的车拉回家中修理，然而，令劳拉没有想到的是，这位老人，竟然就是丹尼尔的父亲。
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg
29,tt0114369,七宗罪,"剧情,悬疑,惊悚,犯罪","
　　“暴食”、“贪婪”、“懒惰”、“嫉妒”、“骄傲”、“淫欲”、“愤怒”，这是天主教教义所指的人性七宗罪。城市中发生的连坏杀人案，死者恰好都是犯有这些教义的人。凶手故弄玄虚的作案手法，令资深冷静的警员沙摩塞（摩根•弗里曼MorganFreeman饰）和血气方刚的新扎警员米尔斯（布拉德•皮特BradPitt饰）都陷入了破案的谜团中。他们去图书馆研读但丁的《神曲》，企图从人间地狱的描绘中找到线索，最后从宗教文学哲学的世界中找到了凶手作案计划和手段的蛛丝马迹。凶手前来投案自首，这令众人都松了一口气，以为案件就此结束，怎料还是逃不出七宗罪的杀人逻辑，这次凶手瞄准的目标，是那个犯了“愤怒”罪的人……
",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg
30,tt0101020,纵横四海,"剧情,喜剧,动作,犯罪","
　　砵仔糕（周润发饰）、阿占（张国荣饰）和红豆（钟楚红饰）均是孤儿，在养父（曾江饰）栽培下成为国际大盗。长大后成了帮他赚钱的艺术品大盗，而三人同时又认了警察（朱江饰）为干爹。
<br/>
　　法国巴黎博物馆内，名画《赫林之女仆》被人盗走。与此同时，阿海、阿占和红豆三人以敏捷身手盗得另一幅名画，在与法国大哥交易时得知名画《赫林之女仆》在妖气重重的古堡内，他们在曾江安排下成功地盗取此画之后，反被集团原凶曾江与法国大哥合谋设下陷阱，派人追杀灭口。阿海驾车与杀手快艇相撞……
<br/>
　　三人失散，数年后，他们在香港重聚，阿海“瘫痪”住在朱江家里，阿占和红豆已经结婚了。曾江又逼他们去偷画……
",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg
